,vw_100m_cut_in,vw_100m_cut_out,tether_force_cut_in
0,5.689999999999998,19.703886090668895,672.2871404425379
1,5.759999999999996,16.844659434646434,686.3981709723012
2,5.899999999999993,14.817370996312778,683.0739489937471
3,5.919999999999993,15.339073814183475,696.8665008717963
4,5.939999999999992,17.36113102890377,699.6336653525035
5,5.8899999999999935,18.439249043513776,707.2634612558651
6,5.899999999999993,20.073886800563265,682.1508027471084
7,5.939999999999992,16.40029590584586,705.7505664844115
